Candidate #,Frequency (cm-1),Name,Formula,mode number,Symmetry,IR Intensity,Raman Activity,Dipole Moment,Quadrupole moment
1416,1316,"Propanenitrile, 2-methyl-",CH3CH(CH3)CN,24,"A""",0.3,,4.264,6.464
1449,1319,bromobenzene,C6H5Br,25,B2,1.4,,2.12,3.9
1465,1321,phenylacetylene,C6H5CCH,29,B2,0.2,,4.876,11.083
1544,1329,trimethylphosphine,P(CH3)3,17,E,3.5,,1.37,-4.649
1716,1348,pentaborane9,B5H9,8,A2,0.0,,2.238,-0.69
1766,1353,Isopropyl nitrite,CH3CH(CH3)ONO,16,A,9.0,,5.56,7.727
1827,1359,dimethyl trisulfide,CH3SSSCH3,6,A,1.1,,1.443,-3.903
1864,1363,2-Fluoropropane,CH3CHFCH3,22,"A""",6.0,2.7,1.925,1.439
2125,1387,"Urea, methyl-",C2H6N2O,13,A,213.5,,4.26,-2.583
5,1201,2(5H)-Pyridinone,C5H5NO,22,"A""",0.0,,1.075,-5.168
145,1214,1-Butanethiol,C4H9SH,31,"A""",0.2,,1.922,-0.786
188,1218,benzaldehyde,C6H5CHO,14,A',15.6,1.8,3.477,-3.505
364,1235,monoethanolamine,HOCH2CH2NH2,15,A,37.3,,2.693,0.724
3131,1451,"Sulfurous acid, dimethyl ester",C2H6O3S,12,A,1.5,,2.08,-4.784
48,1205,"Cyclobutane, methylene-",C5H8,11,A',0.2,,0.513,1.316
89,1208,"Propane, 1,2-dichloro-",CH2ClCHClCH3,14,A,25.5,,0.638,4.745
125,1212,Pyridine,C5H5N,6,A1,5.2,,2.314,-2.72
247,1223,"1,3-difluoropropane",CH2FCH2CH2F,8,A,1.5,8.3,2.205,1.052
255,1224,Oxepane,C6H12O,29,A,3.9,1.9,1.435,-0.559
402,1238,phenol,C6H5OH,13,A',61.8,,4.709,-8.654
453,1242,Norbornadiene,C7H8,24,B1,0.0,,4.709,-2.55
2401,1404,"Propane, 2,2-dichloro-",CH3CCl2CH3,24,B2,7.1,3.1,2.63,1.537
5690,2027,Iron pentacarbonyl,Fe(CO)5,14,E,5260.1,,2.817,0.628
